Name,Address,City,State,Dave Score,Community Score,Score Diffrence,Number of Reviews,Url,Date
Sunrise Pizzeria,7 Purdy Ave, Rye, NY,7.60,7.70,0.10,36,https://onebite.app/restaurant/sunrise-pizzeria-rye-ny-fe1009b2,10/13/2023
Pizzeria Serio,1708 W Belmont Ave, Chicago, IL,7.40,7.80,0.40,18,https://onebite.app/restaurant/pizzeria-serio-chicago-il-0330c14c,10/11/2023
Milly's Pizza In The Pan,1005 W Argyle St, Chicago, IL,7.90,8.30,0.40,19,https://onebite.app/restaurant/millys-pizza-in-the-pan-chicago-il-e439a3fe,10/10/2023
Max and Issy's Pizzeria,1028 W Diversey Pkwy, Chicago, IL,7.90,8.20,0.30,19,https://onebite.app/restaurant/max-and-issys-pizzeria-chicago-il-5147151f,10/9/2023
Naudi Signature Pizza,926 W Diversey Pkwy, Chicago, IL,7.20,7.90,0.70,15,https://onebite.app/restaurant/naudi-signature-pizza-chicago-il-415ae88b,10/6/2023
Yia Yia's,1423 O St, Lincoln, NE,7.10,6.90,-0.20,22,https://onebite.app/restaurant/yia-yias-lincoln-ne-f54c2ba0,10/5/2023
MōMō Pizzeria & Ristorante,7701 Pioneers Blvd, Lincoln, NE,7.30,7.60,0.30,14,https://onebite.app/restaurant/momo-pizzeria-and-ristorante-lincoln-ne-c7744864,10/4/2023
Crushed Pizzeria,1607 W Montrose Ave, Chicago, IL,6.40,8.30,1.90,18,https://onebite.app/restaurant/crushed-pizzeria-chicago-il-b480697f,10/2/2023
Side Street Saloon,1456 W George St, Chicago, IL,7.10,8.20,1.10,20,https://onebite.app/restaurant/side-street-saloon-chicago-il-87f0149f,9/29/2023
Dimo's Pizza Wrigley,3463 N Clark St, Chicago, IL,6.50,6.90,0.40,70,https://onebite.app/restaurant/dimos-pizza-wrigley-chicago-il-bb2527bc,9/28/2023
Chrissy’s Pizza,430 E 9th St, New York, NY,8.20,7.90,-0.3,6,https://onebite.app/restaurant/chrissys-pizza-new-york-ny-b32df423,9/27/2023
Micucci Grocery Store,45 India St, Portland, ME,6.40,8.00,1.60,24,https://onebite.app/restaurant/micucci-grocery-store-portland-me-dcb7f390,9/25/2023
Belleville,1 North St, Portland, ME,7.70,8.10,0.4,8,https://onebite.app/restaurant/belleville-portland-me-b552f9c8,9/22/2023
Belleville,1 North St, Portland, ME,7.70,8.10,0.4,8,https://onebite.app/restaurant/belleville-portland-me-b552f9c8,9/22/2023
Pizzaiolo,360 Cumberland Ave, Portland, ME,7.50,7.50,0.00,60,https://onebite.app/restaurant/pizzaiolo-portland-me-d8226c6d,9/21/2023
Slab Sicilian Street Food,25 Preble St, Portland, ME,6.60,7.40,0.80,58,https://onebite.app/restaurant/slab-sicilian-street-food-portland-me-e6ebf387,9/20/2023
Flatbread Company,72 Commercial St, Portland, ME,6.80,7.70,0.90,56,https://onebite.app/restaurant/flatbread-company-portland-me-9c5bdf10,9/19/2023
OTTO,225 Congress St, Portland, ME,7.10,7.10,0.00,30,https://onebite.app/restaurant/otto-portland-me-a9bd62a4,9/18/2023
Monte's Fine Foods,788 Washington Ave, Portland, ME,8.40,8.20,-0.20,48,https://onebite.app/restaurant/montes-fine-foods-portland-me-192b6476,9/15/2023
Bungalow by Middle Brow,2840 W Armitage Ave, Chicago, IL,8.10,7.90,-0.20,23,https://onebite.app/restaurant/bungalow-by-middle-brow-chicago-il-51d28ebf,9/14/2023
La Famiglia Pizza,1770 Central Ave, Colonie, NY,6.40,7.20,0.80,37,https://onebite.app/restaurant/la-famiglia-pizza-colonie-ny-1303a78f,9/13/2023
Pizza on the Beach,107 Commercial Blvd, Lauderdale-By-The-Sea, FL,7.30,6.00,-1.30,28,https://onebite.app/restaurant/pizza-on-the-beach-lauderdalebythesea-fl-003cf700,9/12/2023
Heat Pizza Bar,2250 6th St, Tuscaloosa, AL,7.10,7.20,0.10,36,https://onebite.app/restaurant/heat-pizza-bar-tuscaloosa-al-dcfd2e0d,9/11/2023
Romo's Pizza,365 Feura Bush Rd, Glenmont, NY,7.90,8.10,0.20,50,https://onebite.app/restaurant/romos-pizza-glenmont-ny-3d89bd35,9/8/2023
9 Miles East Farm,64 Excelsior Ave, Saratoga Springs, NY,6.80,6.40,-0.40,16,https://onebite.app/restaurant/9-miles-east-farm-saratoga-springs-ny-5faa043e,9/7/2023
Supreme Pizza,177 Massachusetts Ave, Boston, MA,7.30,7.20,-0.10,19,https://onebite.app/restaurant/supreme-pizza-boston-ma-623ebe93,9/6/2023
Leone's Subs & Pizza,292 Broadway, Somerville, MA,7.80,8.10,0.30,54,https://onebite.app/restaurant/leones-subs-and-pizza-somerville-ma-d6778eda,9/5/2023
Dragon Pizza,233 Elm St, Somerville, MA,6.40,1.40,-5.00,393,https://onebite.app/restaurant/dragon-pizza-somerville-ma-d32b92fe,8/31/2023
Avenue kitchen + bar,158 Boston Ave, Somerville, MA,7.10,8.20,1.10,22,https://onebite.app/restaurant/avenue-kitchen-bar-somerville-ma-75a41acf,8/31/2023
Mike's Food & Spirits,9 Davis Square, Somerville, MA,6.20,6.70,0.5,6,https://onebite.app/restaurant/mikes-food-and-spirits-somerville-ma-984a2e9f,8/30/2023
Mike's Food & Spirits,9 Davis Square, Somerville, MA,6.20,6.70,0.5,6,https://onebite.app/restaurant/mikes-food-and-spirits-somerville-ma-984a2e9f,8/30/2023
Mike's Food & Spirits,9 Davis Square, Somerville, MA,6.20,6.70,0.5,6,https://onebite.app/restaurant/mikes-food-and-spirits-somerville-ma-984a2e9f,8/30/2023
Mortadella Head,20 College Ave, Somerville, MA,7.80,7.30,-0.50,28,https://onebite.app/restaurant/mortadella-head-somerville-ma-4ecfbea6,8/29/2023
Pinocchio's Pizza & Subs,74 Winthrop St, Cambridge, MA,6.90,7.50,0.60,80,https://onebite.app/restaurant/pinocchios-pizza-and-subs-cambridge-ma-65344fa0,8/28/2023
Belmont Pizza,388 Trapelo Rd, Belmont, MA,8.10,8.00,-0.10,32,https://onebite.app/restaurant/belmont-pizza-belmont-ma-a294cc37,8/25/2023
Pizza-Roma,212 Waverley Ave, Watertown, MA,7.10,7.90,0.80,20,https://onebite.app/restaurant/pizzaroma-watertown-ma-13c5e866,8/24/2023
Ziggy's,583 Washington St, Boston, MA,7.60,8.60,1.00,21,https://onebite.app/restaurant/ziggys-boston-ma-68ce5f28,8/23/2023
LTD Pizza and Bar,225 Hudson St, New York, NY,8.10,8.30,0.20,23,https://onebite.app/restaurant/ltd-pizza-and-bar-new-york-ny-0a046bf4,8/21/2023
DiCarlo's Pizza - Wheeling,1311 Main St, Wheeling, WV,6.40,8.10,1.70,14,https://onebite.app/restaurant/dicarlos-pizza-wheeling-wheeling-wv-de52b22e,8/18/2023
St. Marks Pizzeria f.k.a Funzi's,36 St Marks Pl, New York, NY,8.20,8.20,0.00,22,https://onebite.app/restaurant/st-marks-pizzeria-fka-funzis-new-york-ny-19b00e81,8/17/2023
Sauce Pizzeria,345 E 12th St, New York, NY,7.30,8.10,0.80,817,https://onebite.app/restaurant/sauce-pizzeria-new-york-ny-db8dde16,8/16/2023
Aldo's Restaurant,130 Chapel St, New Shoreham, RI,7.20,6.30,-0.9,7,https://onebite.app/restaurant/aldos-restaurant-new-shoreham-ri-48a925d5,8/15/2023
Marino's Pizza & Restaurant,1301 State St, Schenectady, NY,7.60,7.70,0.10,39,https://onebite.app/restaurant/marinos-pizza-and-restaurant-schenectady-ny-6fc7769b,8/10/2023
Sovrana Grocery Bakery & Deli,63 N Lake Ave, Albany, NY,7.20,7.30,0.10,34,https://onebite.app/restaurant/sovrana-grocery-bakery-and-deli-albany-ny-caebb8e6,8/9/2023
Marisa's Place,5 New Karner Rd, Guilderland, NY,7.90,8.10,0.20,43,https://onebite.app/restaurant/marisas-place-guilderland-ny-5441aa82,8/7/2023
Pizza King Schenectady,124 Jay St, Schenectady, NY,7.10,7.30,0.20,27,https://onebite.app/restaurant/pizza-king-schenectady-schenectady-ny-07597af8,8/1/2023
Village Pizzeria & Ristorante,2727 Rt 29, Middle Grove, NY,7.30,7.90,0.6,8,https://onebite.app/restaurant/village-pizzeria-and-ristorante-middle-grove-ny-21a83e9b,7/31/2023
Slice of Glenville,10 Glenridge Rd, Schenectady, NY,7.80,7.10,-0.70,35,https://onebite.app/restaurant/slice-of-glenville-schenectady-ny-de3f04ce,7/28/2023
Jimmy's Pizza & Pasta,31 Kendall Way, Malta, NY,7.30,6.90,-0.40,30,https://onebite.app/restaurant/jimmys-pizza-and-pasta-malta-ny-054712f6,7/27/2023
Whitman Brewing Company,20 Lake Ave, Saratoga Springs, NY,7.60,8.10,0.50,16,https://onebite.app/restaurant/whitman-brewing-company-saratoga-springs-ny-59c59df3,7/26/2023
Fini Pizza,237 Main St, Amagansett, NY,8.10,8.10,0.00,18,https://onebite.app/restaurant/fini-pizza-amagansett-ny-764707d1,7/24/2023
NYC PIZZA KITCHEN,390 3rd Ave, New York, NY,7.30,8.30,1.00,23,https://onebite.app/restaurant/nyc-pizza-kitchen-new-york-ny-c7c28fe9,7/20/2023
Bellagio Pizzeria Restaurant & Catering,211 Airport Plaza Blvd, Farmingdale, NY,7.30,7.10,-0.20,51,https://onebite.app/restaurant/bellagio-pizzeria-restaurant-and-catering-farmingdale-ny-7bd8f94c,7/19/2023
Montana Brothers Pizzeria & Catering,385 S Main St, Freeport, NY,7.80,7.70,-0.10,33,https://onebite.app/restaurant/montana-brothers-pizzeria-and-catering-freeport-ny-5f829a81,7/18/2023
Pizzaiola,3191 Long Beach Rd, Oceanside, NY,7.20,7.50,0.30,34,https://onebite.app/restaurant/pizzaiola-oceanside-ny-f212d5bd,7/17/2023
La Strada,2100 Merrick Ave, Merrick, NY,7.60,8.50,0.90,32,https://onebite.app/restaurant/la-strada-merrick-ny-90d72430,7/14/2023
Gino's of Seaford,3535 Merrick Rd, Seaford, NY,7.50,7.80,0.30,52,https://onebite.app/restaurant/ginos-of-seaford-seaford-ny-a529dc59,7/13/2023
SoPies NY Pizzeria,130 W New Hampshire Ave, Southern Pines, NC,7.50,7.10,-0.40,45,https://onebite.app/restaurant/sopies-ny-pizzeria-southern-pines-nc-bf0ec4c9,7/12/2023
SoPies NY Pizzeria,130 W New Hampshire Ave, Southern Pines, NC,7.50,7.10,-0.40,45,https://onebite.app/restaurant/sopies-ny-pizzeria-southern-pines-nc-bf0ec4c9,7/12/2023
Vito's Pizzeria of Pinehurst,1680 Nc Hwy 5, Aberdeen, NC,7.30,6.70,-0.6,7,https://onebite.app/restaurant/vitos-pizzeria-of-pinehurst-aberdeen-nc-f74e8aa0,7/10/2023
Whispering Pies,334 Mill Creek Rd, Carthage, NC,5.90,7.20,1.30,10,https://onebite.app/restaurant/whispering-pies-carthage-nc-65e4d80e,7/7/2023
Luv Pizza,485 7th Ave, New York, NY,4.20,5.90,1.7,7,https://onebite.app/restaurant/luv-pizza-new-york-ny-8b05dd08,7/6/2023
IT Italian Trattoria,530 7th Ave, New York, NY,7.10,7.40,0.3,6,https://onebite.app/restaurant/it-italian-trattoria-new-york-ny-96461f85,7/5/2023
Grand Street Pizza,384 Grand St, New York, NY,8.20,7.60,-0.60,21,https://onebite.app/restaurant/grand-street-pizza-new-york-ny-bd692d60,7/3/2023
Uncle Sam's Pizza,17 Clinton St, New York, NY,6.60,8.20,1.60,24,https://onebite.app/restaurant/uncle-sams-pizza-new-york-ny-a0206843,6/30/2023
Pizza Loves Sauce,147 E Houston St, New York, NY,6.40,7.30,0.9,6,https://onebite.app/restaurant/pizza-loves-sauce-new-york-ny-95fbf215,6/28/2023
Traditas Pizza,83 Maiden Ln, New York, NY,7.10,7.40,0.30,15,https://onebite.app/restaurant/traditas-pizza-new-york-ny-19ec4628,6/27/2023
The Slice Shop,928 W Belmont Ave, Chicago, IL,7.70,7.30,-0.40,14,https://onebite.app/restaurant/the-slice-shop-chicago-il-a413cc4e,6/21/2023
La Casa Bella,2579 Cropsey Ave, Brooklyn, NY,7.90,8.10,0.20,21,https://onebite.app/restaurant/la-casa-bella-brooklyn-ny-6f4db402,6/20/2023
Mano's Pizzeria,62-98 Forest Ave, Queens, NY,7.80,8.80,1.00,22,https://onebite.app/restaurant/manos-pizzeria-queens-ny-cfe62a94,6/19/2023
Philomena's Pizza,4116 Queens Blvd, Queens, NY,7.90,8.30,0.40,40,https://onebite.app/restaurant/philomenas-pizza-queens-ny-651c40be,6/16/2023
Zillions Pizza,360 W 42nd St, New York, NY,7.90,8.20,0.30,28,https://onebite.app/restaurant/zillions-pizza-new-york-ny-5091d791,6/15/2023
Camille's Wood Fired Pizza,23 Fieldstone Cmns, Tolland, CT,7.70,8.00,0.30,65,https://onebite.app/restaurant/camilles-wood-fired-pizza-tolland-ct-a7c26959,6/14/2023
The Little Rendezvous,256 Pratt St, Meriden, CT,9.10,8.30,-0.80,126,https://onebite.app/restaurant/the-little-rendezvous-meriden-ct-d0c89a5a,6/13/2023
Fuoco Apizza,461 W Main St, Cheshire, CT,8.50,8.40,-0.10,93,https://onebite.app/restaurant/fuoco-apizza-cheshire-ct-65bc624f,6/12/2023
Next Door,175 Humphrey St, New Haven, CT,7.30,7.80,0.50,17,https://onebite.app/restaurant/next-door-new-haven-ct-76079e27,6/9/2023
Mangia Apizza,244 Quinnipiac Ave, North Haven, CT,8.20,8.30,0.10,23,https://onebite.app/restaurant/mangia-apizza-north-haven-ct-a9f519ef,6/8/2023
Olde World Apizza,1957 Whitney Ave, North Haven, CT,8.10,8.30,0.20,51,https://onebite.app/restaurant/olde-world-apizza-north-haven-ct-92626e3b,6/7/2023
Tipsy Tomato Bar and Pizzeria,656 New Haven Ave, Derby, CT,7.60,8.20,0.60,55,https://onebite.app/restaurant/tipsy-tomato-bar-and-pizzeria-derby-ct-a6ed4b32,6/6/2023
Papa's Pizza,258 Naugatuck Ave, Milford, CT,8.10,8.20,0.10,46,https://onebite.app/restaurant/papas-pizza-milford-ct-e61d26c6,6/5/2023
Brewport Brewing Co,225 South Frontage Road, Bridgeport, CT,8.10,8.00,-0.10,102,https://onebite.app/restaurant/brewport-brewing-co-bridgeport-ct-51365fa8,6/2/2023
Dante's Pizza,75 Pine St, New Canaan, CT,7.70,8.10,0.40,23,https://onebite.app/restaurant/dantes-pizza-new-canaan-ct-f22158d6,6/1/2023
Grigg Street Pizza,1 Grigg St, Greenwich, CT,8.20,8.30,0.10,62,https://onebite.app/restaurant/grigg-street-pizza-greenwich-ct-856c87d4,5/31/2023
Wheated,905 Church Ave, Brooklyn, NY,8.10,8.50,0.40,33,https://onebite.app/restaurant/wheated-brooklyn-ny-8e27dbd6,5/30/2023
Wheated,905 Church Ave, Brooklyn, NY,8.10,8.50,0.40,33,https://onebite.app/restaurant/wheated-brooklyn-ny-8e27dbd6,5/30/2023
The Brooklyn Firefly,7003 3rd Ave, Brooklyn, NY,7.50,8.00,0.50,12,https://onebite.app/restaurant/the-brooklyn-firefly-brooklyn-ny-6ce25ca7,5/29/2023
Ciccio’s Pizza,207 Avenue U, Brooklyn, NY,7.50,8.10,0.60,21,https://onebite.app/restaurant/ciccios-pizza-brooklyn-ny-03e36e08,5/26/2023
La Villa,1529 86th St, Brooklyn, NY,7.80,8.00,0.20,34,https://onebite.app/restaurant/la-villa-brooklyn-ny-32969dea,5/25/2023
Il Colosseo Ristorante Brooklyn | Italian restaurant,7704 18th Ave, Brooklyn, NY,7.40,8.60,1.2,5,https://onebite.app/restaurant/il-colosseo-ristorante-brooklyn-or-italian-restaurant-brooklyn-ny-042504cc,5/24/2023
Il Colosseo Ristorante Brooklyn | Italian restaurant,7704 18th Ave, Brooklyn, NY,7.40,8.60,1.2,5,https://onebite.app/restaurant/il-colosseo-ristorante-brooklyn-or-italian-restaurant-brooklyn-ny-042504cc,5/24/2023
DaVinci Pizzeria,6514 18th Ave, Brooklyn, NY,7.90,7.90,0.00,49,https://onebite.app/restaurant/davinci-pizzeria-brooklyn-ny-5ccc6125,5/23/2023
Europa Pizzeria,6423 20th Ave, Brooklyn, NY,7.30,8.50,1.20,22,https://onebite.app/restaurant/europa-pizzeria-brooklyn-ny-0858bf69,5/22/2023
Focaccia Pizza,1316 Avenue M, Brooklyn, NY,7.70,8.70,1.00,22,https://onebite.app/restaurant/focaccia-pizza-brooklyn-ny-d5aee43b,5/19/2023
Crown Heights Pizza,563 Lincoln Pl, Brooklyn, NY,7.30,8.00,0.70,19,https://onebite.app/restaurant/crown-heights-pizza-brooklyn-ny-00f84b06,5/18/2023
Amore Pizza Café,370 W 58th St, New York, NY,5.20,5.80,0.6,9,https://onebite.app/restaurant/amore-pizza-cafe-new-york-ny-bbcf2483,5/17/2023
Amore Pizza Café,370 W 58th St, New York, NY,5.20,5.80,0.6,9,https://onebite.app/restaurant/amore-pizza-cafe-new-york-ny-bbcf2483,5/17/2023
Carlo's Pizza,74-02 Metropolitan Ave, Queens, NY,7.40,7.70,0.30,26,https://onebite.app/restaurant/carlos-pizza-queens-ny-5096c83b,5/16/2023
Joe & John's Pizzeria,59-10 Myrtle Ave, Queens, NY,7.50,7.80,0.30,40,https://onebite.app/restaurant/joe-and-johns-pizzeria-queens-ny-23420ea3,5/15/2023
Fazio's,709 Knickerbocker Ave, Brooklyn, NY,7.60,7.80,0.20,23,https://onebite.app/restaurant/fazios-brooklyn-ny-95463491,5/12/2023
MozzaPi,12102 La Grange Rd, Louisville, KY,6.10,7.40,1.30,16,https://onebite.app/restaurant/mozzapi-louisville-ky-d0737ca3,5/10/2023
Old School N.Y. Pizza,12907 Factory Ln, Louisville, KY,6.70,7.50,0.80,62,https://onebite.app/restaurant/old-school-ny-pizza-louisville-ky-fb8ef267,5/9/2023
Star Pizza,2111 Norfolk St, Houston, TX,5.10,6.50,1.40,21,https://onebite.app/restaurant/star-pizza-houston-tx-6d5874dd,5/3/2023
Chef Gigi's Place,970 Hempstead Turnpike, Franklin Square, NY,8.20,8.60,0.40,43,https://onebite.app/restaurant/chef-gigis-place-franklin-square-ny-f8afae95,5/2/2023
Pizzeria G,191 7th St, Garden City, NY,7.90,7.40,-0.50,43,https://onebite.app/restaurant/pizzeria-g-garden-city-ny-4370b53f,5/1/2023
Dario's Pizza,239 Nassau Blvd, West Hempstead, NY,8.30,8.40,0.10,64,https://onebite.app/restaurant/darios-pizza-west-hempstead-ny-bbc73d4a,4/28/2023
Taglio Pizza,85 Mineola Blvd, Mineola, NY,7.80,8.20,0.40,69,https://onebite.app/restaurant/taglio-pizza-mineola-ny-51d1e4c1,4/27/2023
Gaby's Pizza,204-23 Hillside Ave., Queens, NY,6.20,7.90,1.70,29,https://onebite.app/restaurant/gabys-pizza-queens-ny-e9875e56,4/26/2023
Crust Pizza Co. - Lake Charles,3479 Nelson Rd, Lake Charles, LA,6.30,5.60,-0.7,10,https://onebite.app/restaurant/crust-pizza-co-lake-charles-lake-charles-la-e79d59bc,4/21/2023
Farini,Sestriere San Polo 655, Venezia, VE,8.10,7.50,-0.60,33,https://onebite.app/restaurant/farini-venezia-ve-1ec02b9b,4/14/2023
Antico Forno Venezia,San Polo 973 - Rugheta del Ravano , Venezia, VE,7.90,8.00,0.10,21,https://onebite.app/restaurant/antico-forno-venezia-venezia-ve-32cece3a,4/13/2023
Antico Forno Venezia,San Polo 973 - Rugheta del Ravano , Venezia, VE,7.90,8.00,0.10,21,https://onebite.app/restaurant/antico-forno-venezia-venezia-ve-32cece3a,4/13/2023
Sexton’s Pizza,5460 Franklin St, Hilliard, OH,8.10,7.90,-0.20,40,https://onebite.app/restaurant/sextons-pizza-hilliard-oh-a05df185,4/10/2023
'O Fiore Mio Pizze di Strada,25 Via Montebello, Milano, Lombardia,8.10,8.20,0.1,5,https://onebite.app/restaurant/o-fiore-mio-pizze-di-strada-milano-lombardia-caae2285,4/7/2023
Roma's Pizza,233 Main St, Houston, TX,5.90,6.50,0.60,24,https://onebite.app/restaurant/romas-pizza-houston-tx-9a43173c,4/6/2023
Tony's New York Pizza,10511 Jones Rd, Houston, TX,6.70,7.70,1.00,25,https://onebite.app/restaurant/tonys-new-york-pizza-houston-tx-9b2287cc,4/5/2023
Brother's Pizzeria,1029 Hwy 6, Houston, TX,7.20,7.30,0.10,49,https://onebite.app/restaurant/brothers-pizzeria-houston-tx-b05d4bcd,4/4/2023
Mikey's Late Night Slice,457 N High St, Columbus, OH,6.50,7.20,0.70,67,https://onebite.app/restaurant/mikeys-late-night-slice-columbus-oh-83085f8a,4/3/2023
Romano's Pizza,1528 W Gray St, Houston, TX,7.50,7.70,0.20,76,https://onebite.app/restaurant/romanos-pizza-houston-tx-a5fd63aa,3/31/2023
OH Pizza and Brew,88 E Broad St, Columbus, OH,5.70,6.90,1.20,27,https://onebite.app/restaurant/oh-pizza-and-brew-columbus-oh-3cb0f7c4,3/30/2023
OH Pizza and Brew,88 E Broad St, Columbus, OH,5.70,6.90,1.20,27,https://onebite.app/restaurant/oh-pizza-and-brew-columbus-oh-3cb0f7c4,3/30/2023
Old Scratch Pizza & Beer,812 S Patterson Blvd, Dayton, OH,7.70,7.80,0.10,95,https://onebite.app/restaurant/old-scratch-pizza-and-beer-dayton-oh-47697b64,3/29/2023
Marion's Piazza,711 Shroyer Rd, Dayton, OH,7.40,7.50,0.10,21,https://onebite.app/restaurant/marions-piazza-dayton-oh-8acb3915,3/28/2023
Hounddog's Pizza,2657 N High St, Columbus, OH,7.30,7.50,0.20,76,https://onebite.app/restaurant/hounddogs-pizza-columbus-oh-05c9b244,3/27/2023
East Coast Pizzeria,5060 N High St, Columbus, OH,7.20,7.70,0.50,24,https://onebite.app/restaurant/east-coast-pizzeria-columbus-oh-d7eb7edf,3/24/2023
Via Napoli,1510 N Ave of the Stars, Orlando, FL,7.10,7.70,0.60,221,https://onebite.app/restaurant/via-napoli-orlando-fl-b01ebfb9,3/23/2023
Jack's,2 Wall St, Burlington, MA,7.80,7.60,-0.20,63,https://onebite.app/restaurant/jacks-burlington-ma-4b717cb2,3/22/2023
Cafe Capri,355 Main St, Reading, MA,7.40,7.90,0.50,38,https://onebite.app/restaurant/cafe-capri-reading-ma-f995d48a,3/21/2023
Riverview Restaurant,20 Estes St, Ipswich, MA,8.20,8.50,0.30,47,https://onebite.app/restaurant/riverview-restaurant-ipswich-ma-6a52598d,3/20/2023
Rocco's Pizza House,26 Maple St, Danvers, MA,7.20,7.60,0.40,24,https://onebite.app/restaurant/roccos-pizza-house-danvers-ma-176dad41,3/15/2023
Little Italy,294 Cabot St, Beverly, MA,6.20,7.60,1.40,32,https://onebite.app/restaurant/little-italy-beverly-ma-868bd6ed,3/14/2023
Mandee's Pizza,408 Essex St, Salem, MA,6.50,7.30,0.80,13,https://onebite.app/restaurant/mandees-pizza-salem-ma-cb1589da,3/13/2023
Flying Saucer Pizza Company,118 Washington St, Salem, MA,6.70,7.10,0.40,45,https://onebite.app/restaurant/flying-saucer-pizza-company-salem-ma-42270494,3/10/2023
Ah-Beetz New Haven,15200 Jog Rd, Delray Beach, FL,8.40,8.10,-0.30,107,https://onebite.app/restaurant/ahbeetz-new-haven-delray-beach-fl-ee72b30b,3/9/2023
Bambini's Garden Pizzeria,14466 S Military Trl, Delray Beach, FL,6.80,7.60,0.80,36,https://onebite.app/restaurant/bambinis-garden-pizzeria-delray-beach-fl-ca6ad24f,3/8/2023
Manhattan Joe's Pizzeria,5030 Champion Blvd, Boca Raton, FL,6.40,7.30,0.90,23,https://onebite.app/restaurant/manhattan-joes-pizzeria-boca-raton-fl-4eefe31f,3/7/2023
How Ya Dough'n,4251 N Federal Hwy, Boca Raton, FL,7.80,8.60,0.80,43,https://onebite.app/restaurant/how-ya-doughn-boca-raton-fl-c145500e,3/6/2023
Grazianos Pizza,243 Capitol St, Charleston, WV,7.30,7.60,0.30,23,https://onebite.app/restaurant/grazianos-pizza-charleston-wv-151afcef,3/3/2023
Rocky's Corner,2600 Central Ave, Hot Springs, AR,6.90,7.50,0.60,24,https://onebite.app/restaurant/rockys-corner-hot-springs-ar-36dc344e,3/1/2023
Deluca's Pizza,833 Central Ave, Hot Springs, AR,8.70,8.40,-0.30,67,https://onebite.app/restaurant/delucas-pizza-hot-springs-ar-f20b9dd8,2/28/2023
Fratelli By Jholano's,8860 SW 72nd Pl, Miami, FL,7.90,8.00,0.1,8,https://onebite.app/restaurant/fratelli-by-jholanos-miami-fl-596b4fcf,2/27/2023
Crisp Premium Pizza,7111 E 5th Ave, Scottsdale, AZ,7.80,7.80,0.00,39,https://onebite.app/restaurant/crisp-premium-pizza-scottsdale-az-6beb9fa6,2/24/2023
Yo Pauly's New York Pizza Co,8880 E Vía Linda, Scottsdale, AZ,7.70,7.80,0.10,88,https://onebite.app/restaurant/yo-paulys-new-york-pizza-co-scottsdale-az-6b11b90c,2/23/2023
JL Patisserie,7342 E Shea Blvd, Scottsdale, AZ,7.70,7.70,0.00,58,https://onebite.app/restaurant/jl-patisserie-scottsdale-az-88eab811,2/22/2023
Sal's Gilbert Pizza,1150 S Gilbert Rd, Gilbert, AZ,7.50,7.50,0.00,59,https://onebite.app/restaurant/sals-gilbert-pizza-gilbert-az-76979630,2/21/2023
Brooklyn V's Pizza,894 E Warner Rd, Gilbert, AZ,7.40,7.50,0.10,45,https://onebite.app/restaurant/brooklyn-vs-pizza-gilbert-az-4933ae0e,2/20/2023
IL Bosco Pizza,918 N 5th St, Phoenix, AZ,6.80,7.40,0.60,15,https://onebite.app/restaurant/il-bosco-pizza-phoenix-az-2f79fdcb,2/16/2023
